gtc	number_snps	ploidy	ploidy_type	sample_name	sample_plate	sample_well	cluster_file	snp_manifest	scan_date	autocall_date	autocall_version	number_normalization_transforms	number_x_controls	number_y_controls	scanner_name	pmt_green	pmt_red	scanner_software_version	scanner_username	call_rate	computed_gender	logr_deviation	gencall_score_10_percentile	dx	gencall_score_50_percentile	number_valid_calls	number_invalid_calls	number_intensity_only_or_zeroed_loci	p05_x	p50_x	p95_x	p05_y	p50_y	p95_y	sentrix_barcode
4959243059_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 4:31:41 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997089	M	0.262145	0.459403	0	0.893027	171614	501	1547	796	6820	25390	866	11553	28536	4959243059
4959243059_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 4:36:32 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997420	M	0.228127	0.459403	0	0.893223	171671	444	1547	873	8130	26935	888	12413	28685	4959243059
4959243059_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 4:41:06 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997293	M	0.227317	0.459403	0	0.893367	171649	466	1547	1039	8168	28752	1100	13322	31308	4959243059
4959243059_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 4:45:56 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.996485	M	0.264942	0.459403	0	0.892635	171510	605	1547	937	7165	26998	1009	11964	30140	4959243059
4959243059_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 4:50:24 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997089	M	0.233931	0.459403	0	0.893370	171614	501	1547	995	7615	28283	1055	12443	31443	4959243059
4959243043_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 9:17:38 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.996404	F	0.258896	0.459403	0	0.893000	171496	619	1547	1033	7068	25065	1274	12149	31572	4959243043
4959243187_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/25/2010 10:40:25 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996892	M	0.271458	0.459403	0	0.893145	171580	535	1547	754	5370	21313	1034	11566	31278	4959243187
4959243001_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 8:07:15 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996479	F	0.271821	0.459403	0	0.893245	171509	606	1547	472	4643	19117	565	9340	24120	4959243001
4959243001_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 8:18:52 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996363	F	0.274309	0.459403	0	0.893113	171489	626	1547	650	4369	17673	954	9502	26374	4959243001
4959243018_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 7:55:15 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996700	M	0.274535	0.459403	0	0.893300	171547	568	1547	722	5824	24510	970	12467	33915	4959243018
4959243024_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 7:05:16 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.995451	F	0.330577	0.459403	0	0.892900	171332	783	1547	422	4422	18039	506	8681	23921	4959243024
4959243024_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 7:17:15 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.989577	F	0.572008	0.459371	0	0.888389	170321	1794	1547	610	3053	21689	903	7404	29400	4959243024
4959243028_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 4:05:32 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.992546	M	0.418429	0.459403	0	0.892624	170832	1283	1547	539	3282	18027	734	7765	26654	4959243028
4959243100_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/25/2010 11:10:49 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.997542	F	0.214452	0.459403	0	0.893288	171692	423	1547	780	5860	19167	981	10974	24675	4959243100
4959243100_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/25/2010 11:22:06 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996659	F	0.240966	0.459403	0	0.893220	171540	575	1547	769	5176	18463	947	10110	25410	4959243100
4959243114_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 4:41:11 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996915	M	0.239301	0.459403	0	0.893112	171584	531	1547	836	7297	26320	1032	14727	37744	4959243114
4959243119_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/25/2010 9:55:36 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996944	M	0.276190	0.459403	0	0.893332	171589	526	1547	681	4960	21120	844	9803	25622	4959243119
4959243119_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/25/2010 10:07:19 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996926	M	0.245903	0.459403	0	0.893238	171586	529	1547	856	5793	21725	1110	11411	28430	4959243119
4959243187_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/25/2010 10:45:01 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996311	M	0.265602	0.459403	0	0.893245	171480	635	1547	708	5032	20099	949	11250	30543	4959243187
4959243001_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 8:11:57 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.997200	M	0.240799	0.459403	0	0.893285	171633	482	1547	529	4595	17671	676	9733	24651	4959243001
4959243001_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 8:23:26 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996444	M	0.260354	0.459403	0	0.893235	171503	612	1547	659	4891	18991	1006	10814	29347	4959243001
4959243018_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 7:59:58 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996938	M	0.256809	0.459403	0	0.893244	171588	527	1547	702	6051	24370	1002	13312	35440	4959243018
4959243024_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 7:09:56 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996130	F	0.323813	0.459403	0	0.893223	171449	666	1547	481	4623	20583	586	9061	25976	4959243024
4959243024_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 7:21:58 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.997095	F	0.252374	0.459403	0	0.893349	171615	500	1547	856	6130	24365	1216	12632	32623	4959243024
4959243028_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 4:10:12 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.993801	F	0.391356	0.459403	0	0.892653	171048	1067	1547	632	4954	24383	908	10879	34161	4959243028
4959243100_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/25/2010 11:15:31 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.997374	F	0.208101	0.459403	0	0.893273	171663	452	1547	794	6001	19269	1040	11409	26046	4959243100
4959243100_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/25/2010 11:26:45 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.996938	M	0.242606	0.459403	0	0.893207	171588	527	1547	858	5910	21412	1000	11282	28629	4959243100
4959243114_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 4:20:10 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N164	0	0	1.8.13.8	gtsill	0.997171	F	0.228697	0.459403	0	0.893179	171628	487	1547	747	5386	18941	780	9261	22102	4959243114
4959243051_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 6:44:43 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997322	M	0.247509	0.459403	0	0.893362	171654	461	1547	930	6024	25585	1078	10428	26943	4959243051
4959243054_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 8:34:16 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997351	F	0.237723	0.459403	0	0.893245	171659	456	1547	1067	7605	27372	1253	13039	31733	4959243054
4959243054_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/24/2010 8:45:52 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.993440	F	0.362859	0.459403	0	0.892214	170986	1129	1547	902	5200	25585	1207	11672	31909	4959243054
4959243077_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 9:45:26 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997897	M	0.175827	0.459403	0	0.893345	171753	362	1547	910	7834	21739	1150	12689	25569	4959243077
4959243077_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 9:52:57 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.998245	F	0.173188	0.459403	0	0.893340	171813	302	1547	1169	8695	24275	1459	14693	29728	4959243077
4959243077_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 10:00:21 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997879	F	0.183203	0.459403	0	0.893334	171750	365	1547	981	7885	22211	1187	14082	29068	4959243077
4959243077_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 9:57:51 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.998321	M	0.169061	0.459403	0	0.893327	171826	289	1547	1154	8464	24481	1349	14461	30173	4959243077
4959243077_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 9:50:31 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997873	M	0.177318	0.459403	0	0.893332	171749	366	1547	1003	8071	22977	1251	13378	27068	4959243077
4959243077_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 10:02:46 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997966	M	0.169016	0.459403	0	0.893304	171765	350	1547	1296	8594	24944	1654	16105	34984	4959243077
4959243077_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 9:40:25 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997484	M	0.171064	0.459403	0	0.893339	171682	433	1547	878	6944	20039	977	10622	21830	4959243077
4959243077_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 9:38:06 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.998025	F	0.194677	0.459403	0	0.893370	171775	340	1547	930	8111	21943	1045	12092	23908	4959243077
4959243077_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 9:42:59 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.998019	F	0.190088	0.459403	0	0.893358	171774	341	1547	996	8127	21297	1201	12641	24693	4959243077
4959243077_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 9:48:08 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.998077	M	0.182617	0.459403	0	0.893336	171784	331	1547	1078	8210	21939	1273	13082	25711	4959243077
4959243077_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 10:04:48 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997333	F	0.187958	0.459403	0	0.893334	171656	459	1547	1076	7622	22154	1337	14256	30957	4959243077
4959243077_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	1/15/2010 9:55:24 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N104 (x64)	0	0	1.8.13.8	gtsill	0.997618	M	0.185277	0.459403	0	0.893352	171705	410	1547	992	7819	21629	1184	12984	26193	4959243077
5511344011_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 10:00:46 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.997728	F	0.175204	0.459403	0	0.893304	171724	391	1547	719	4654	14608	587	5314	11587	5511344011
5511344011_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 10:13:15 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.997554	M	0.190651	0.459403	0	0.893248	171694	421	1547	672	4305	15043	594	5685	13013	5511344011
5511344013_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:14:56 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.994562	M	0.352855	0.459403	0	0.893052	171179	936	1547	758	2990	16684	709	5313	14821	5511344013
5511344013_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:27:24 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.994939	M	0.287288	0.459403	0	0.893176	171244	871	1547	734	3408	15513	730	5949	15146	5511344013
5511344015_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:05:08 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.996404	M	0.217439	0.459403	0	0.893312	171496	619	1547	718	4353	15800	664	5932	13436	5511344015
5511344032_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 10:55:23 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.992894	F	0.455523	0.459403	0	0.891321	170892	1223	1547	627	2737	16485	693	5447	17090	5511344032
5511344018_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 8:57:06 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.994846	F	0.276310	0.459403	0	0.892895	171228	887	1547	469	2921	9591	416	3736	8513	5511344018
5511344018_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 9:08:57 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.997165	F	0.207681	0.459403	0	0.893323	171627	488	1547	702	3926	14668	677	5969	13495	5511344018
5511344019_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 10:33:06 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.997322	M	0.197002	0.459403	0	0.893260	171654	461	1547	702	3880	15159	603	5541	12925	5511344019
5511344019_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 10:45:25 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.996909	F	0.193684	0.459403	0	0.893181	171583	532	1547	698	4264	14490	642	6066	13597	5511344019
5511344020_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/9/2011 12:31:03 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.997589	M	0.195475	0.459403	0	0.893275	171700	415	1547	678	4168	14853	750	7121	16231	5511344020
5511344023_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 9:48:14 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.996816	M	0.212236	0.459403	0	0.893132	171567	548	1547	728	4113	15841	723	6521	15954	5511344023
6331273008_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:05:16 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.994643	M	0.183727	0.459403	0	0.892677	171193	922	1547	934	7094	23842	1248	13050	27356	6331273008
6331273012_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:34:37 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996450	M	0.189305	0.459403	0	0.891514	171504	611	1547	1101	7508	27695	1457	14540	31147	6331273012
6331273012_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:41:46 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996311	F	0.208129	0.459403	0	0.891911	171480	635	1547	1047	6707	25217	1191	11413	24263	6331273012
6331337009_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:14:35 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995730	M	0.219004	0.459403	0	0.890560	171380	735	1547	969	5706	23430	1182	11493	25211	6331337009
6331337009_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:21:31 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995881	M	0.227385	0.459403	0	0.890740	171406	709	1547	970	5756	23949	1222	11850	26823	6331337009
6331337009_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:28:48 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995991	M	0.202992	0.459403	0	0.890537	171425	690	1547	923	5802	23008	1270	12340	26347	6331337009
6331337011_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:58:05 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996572	F	0.223159	0.459403	0	0.891605	171525	590	1547	913	6191	23771	1015	10409	22777	6331337011
6331337011_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 8:12:21 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996601	M	0.224977	0.459403	0	0.891464	171530	585	1547	906	5848	24535	1153	11364	25578	6331337011
6331337011_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 8:05:17 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997066	F	0.212466	0.459403	0	0.892497	171610	505	1547	1020	6856	26033	1293	12897	28898	6331337011
6331337008_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:31:51 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996020	F	0.235258	0.459403	0	0.890880	171430	685	1547	930	6014	24112	1109	10765	23836	6331337008
6331337008_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:40:34 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995875	F	0.218916	0.455967	0	0.890242	171405	710	1547	920	5904	23984	1104	11593	25902	6331337008
6331337008_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:47:34 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995509	M	0.200754	0.459403	0	0.891706	171342	773	1547	868	6515	24201	1108	12351	25704	6331337008
6331273002_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:44:22 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996921	F	0.193903	0.459403	0	0.892619	171585	530	1547	1068	6203	22460	1087	10104	21541	6331273002
6331273002_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:51:47 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997368	M	0.186078	0.459403	0	0.892829	171662	453	1547	1141	7551	27123	1392	13186	28485	6331273002
6331273002_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:59:03 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997165	F	0.180742	0.459403	0	0.892378	171627	488	1547	1145	7249	25484	1278	11594	24370	6331273002
6331273003_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:03:53 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996793	F	0.202012	0.459403	0	0.891673	171563	552	1547	924	5852	22081	1000	9752	20940	6331273003
6331273003_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:11:07 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996584	F	0.215271	0.459403	0	0.891157	171527	588	1547	1040	6604	26382	1224	11698	25797	6331273003
6331273003_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:18:21 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995846	F	0.251500	0.459403	0	0.890925	171400	715	1547	909	5464	23375	1126	10073	23147	6331273003
6331337007_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:17:29 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997513	M	0.162780	0.459403	0	0.893061	171687	428	1547	1317	8079	24419	1265	10422	20624	6331337007
6331273008_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:52:43 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996787	M	0.207370	0.459403	0	0.892593	171562	553	1547	1179	6969	25117	1309	11253	24213	6331273008
6331337007_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:10:28 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996758	F	0.194413	0.459403	0	0.892283	171557	558	1547	1282	8366	29156	1638	14953	30903	6331337007
6331273008_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:07:06 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.994579	M	0.232663	0.459403	0	0.892255	171182	933	1547	992	6287	24519	1372	12772	28408	6331273008
6331337006_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/9/2012 12:03:40 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N370	0	0	3.3.28	gtsill	0.996270	F	0.210351	0.459403	0	0.891697	171473	642	1547	899	6039	22588	880	9073	19123	6331337006
6331273012_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:36:24 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996711	F	0.202772	0.459403	0	0.891832	171549	566	1547	855	6128	22214	930	9453	19847	6331273012
6331337007_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:24:30 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995137	F	0.308545	0.459403	0	0.891839	171278	837	1547	1253	7137	29934	1568	13353	31436	6331337007
6331337009_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:16:18 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.994649	F	0.244757	0.454394	0	0.889670	171194	921	1547	944	5492	23247	1257	11863	26553	6331337009
6331337009_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:30:32 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.994265	F	0.247767	0.454101	0	0.888436	171128	987	1547	927	5634	23571	1294	12450	27398	6331337009
6331337011_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 8:07:02 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996979	M	0.223052	0.459403	0	0.891867	171595	520	1547	864	5610	21892	926	9081	20041	6331337011
6331273008_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:59:52 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996531	M	0.222887	0.459403	0	0.892682	171518	597	1547	1227	7000	25017	1309	10835	23477	6331273008
6331337008_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:33:58 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995985	F	0.259159	0.459403	0	0.890933	171424	691	1547	894	5590	24007	1121	10791	25008	6331337008
