idat	number_probes	number_mid_blocks	red_green	manifest_file	sentrix_barcode	chip_type	sentrix_position	opa	sample_name	description	sample_plate	sample_well	unknown1	unknown2	chip_type_guess	scan_date	scanner_data
9806219041_R03C01_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R03C01								CanineHD	7/24/2014 8:16:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219040_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219040	BeadChip 12x1Q	R03C02								CanineHD	7/31/2014 2:13:21 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219040_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219040	BeadChip 12x1Q	R04C02								CanineHD	7/31/2014 2:28:29 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219040_R05C02_Grn.idat	191668	191668	00 00 00 00		9806219040	BeadChip 12x1Q	R05C02								CanineHD	7/31/2014 2:43:37 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219040_R06C01_Grn.idat	191668	191668	00 00 00 00		9806219040	BeadChip 12x1Q	R06C01								CanineHD	7/31/2014 1:27:58 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219040_R06C02_Grn.idat	191668	191668	00 00 00 00		9806219040	BeadChip 12x1Q	R06C02								CanineHD	7/31/2014 2:58:41 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9255905046_R05C02_Grn.idat	191668	191668	00 00 00 00		9255905046	BeadChip 12x1Q	R05C02								CanineHD	8/15/2013 12:56:01 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9255473017_R06C02_Grn.idat	191668	191668	00 00 00 00		9255473017	BeadChip 12x1Q	R06C02								CanineHD	3/1/2013 1:27:06 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219012_R03C01_Grn.idat	191668	191668	00 00 00 00		9806219012	BeadChip 12x1Q	R03C01								CanineHD	7/14/2014 1:31:24 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838031_R01C02_Grn.idat	191668	191668	00 00 00 00		9700838031	BeadChip 12x1Q	R01C02								CanineHD	7/3/2014 11:26:51 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838031_R02C02_Grn.idat	191668	191668	00 00 00 00		9700838031	BeadChip 12x1Q	R02C02								CanineHD	7/3/2014 11:41:58 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838031_R03C02_Grn.idat	191668	191668	00 00 00 00		9700838031	BeadChip 12x1Q	R03C02								CanineHD	7/3/2014 11:57:01 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838056_R02C02_Grn.idat	191668	191668	00 00 00 00		9700838056	BeadChip 12x1Q	R02C02								CanineHD	7/7/2014 2:53:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838056_R03C02_Grn.idat	191668	191668	00 00 00 00		9700838056	BeadChip 12x1Q	R03C02								CanineHD	7/7/2014 3:08:34 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838057_R05C01_Grn.idat	191668	191668	00 00 00 00		9700838057	BeadChip 12x1Q	R05C01								CanineHD	7/7/2014 11:00:47 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
7918068001_R03C01_Grn.idat	191668	191668	00 00 00 00		7918068001	BeadChip 12x1Q	R03C01								CanineHD	7/1/2012 5:35:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838012_R06C02_Grn.idat	191668	191668	00 00 00 00		9700838012	BeadChip 12x1Q	R06C02								CanineHD	7/3/2014 9:35:14 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838031_R01C01_Grn.idat	191668	191668	00 00 00 00		9700838031	BeadChip 12x1Q	R01C01								CanineHD	7/3/2014 9:56:25 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838031_R02C01_Grn.idat	191668	191668	00 00 00 00		9700838031	BeadChip 12x1Q	R02C01								CanineHD	7/3/2014 10:11:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838031_R03C01_Grn.idat	191668	191668	00 00 00 00		9700838031	BeadChip 12x1Q	R03C01								CanineHD	7/3/2014 10:26:36 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838031_R04C01_Grn.idat	191668	191668	00 00 00 00		9700838031	BeadChip 12x1Q	R04C01								CanineHD	7/3/2014 10:41:37 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838041_R06C01_Grn.idat	191668	191668	00 00 00 00		9700838041	BeadChip 12x1Q	R06C01								CanineHD	7/14/2014 11:09:50 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R04C02_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R04C02								CanineHD	9/25/2014 8:52:03 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R05C02_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R05C02								CanineHD	9/25/2014 9:07:06 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R06C02_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R06C02								CanineHD	9/25/2014 9:22:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R01C01_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R01C01								CanineHD	9/25/2014 9:43:05 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R02C01_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R02C01								CanineHD	9/25/2014 9:58:17 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R04C01_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R04C01								CanineHD	9/25/2014 10:28:32 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R03C01_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R03C01								CanineHD	9/25/2014 10:13:24 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R05C01_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R05C01								CanineHD	9/25/2014 10:43:36 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R06C01_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R06C01								CanineHD	9/25/2014 10:58:49 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5648367027_R05C02_Grn.idat	191668	191668	00 00 00 00		5648367027	BeadChip 12x1Q	R05C02								CanineHD	1/21/2011 12:05:43 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270664009_R03C02_Grn.idat	191668	191668	00 00 00 00		9270664009	BeadChip 12x1Q	R03C02								CanineHD	8/16/2013 12:56:11 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270664010_R02C01_Grn.idat	191668	191668	00 00 00 00		9270664010	BeadChip 12x1Q	R02C01								CanineHD	8/15/2013 4:55:36 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665023_R03C02_Grn.idat	191668	191668	00 00 00 00		9270665023	BeadChip 12x1Q	R03C02								CanineHD	8/14/2013 9:46:26 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665028_R05C01_Grn.idat	191668	191668	00 00 00 00		9270665028	BeadChip 12x1Q	R05C01								CanineHD	8/14/2013 11:53:20 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838041_R04C01_Grn.idat	191668	191668	00 00 00 00		9700838041	BeadChip 12x1Q	R04C01								CanineHD	7/14/2014 10:39:42 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219023_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219023	BeadChip 12x1Q	R01C02								CanineHD	7/14/2014 9:37:05 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219023_R02C02_Grn.idat	191668	191668	00 00 00 00		9806219023	BeadChip 12x1Q	R02C02								CanineHD	7/14/2014 9:52:14 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219023_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219023	BeadChip 12x1Q	R05C01								CanineHD	7/14/2014 9:06:57 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219023_R06C01_Grn.idat	191668	191668	00 00 00 00		9806219023	BeadChip 12x1Q	R06C01								CanineHD	7/14/2014 9:22:00 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510107_R02C01_Grn.idat	191668	191668	00 00 00 00		9933510107	BeadChip 12x1Q	R02C01								CanineHD	9/11/2014 4:07:27 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219033_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219033	BeadChip 12x1Q	R05C01								CanineHD	7/21/2014 2:07:17 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510201_R02C02_Grn.idat	191668	191668	00 00 00 00		9933510201	BeadChip 12x1Q	R02C02								CanineHD	9/25/2014 5:14:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219033_R05C02_Grn.idat	191668	191668	00 00 00 00		9806219033	BeadChip 12x1Q	R05C02								CanineHD	7/21/2014 3:37:56 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881009_R02C02_Grn.idat	191668	191668	00 00 00 00		9830881009	BeadChip 12x1Q	R02C02								CanineHD	6/26/2014 12:01:53 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881009_R03C02_Grn.idat	191668	191668	00 00 00 00		9830881009	BeadChip 12x1Q	R03C02								CanineHD	6/26/2014 12:17:01 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881009_R04C02_Grn.idat	191668	191668	00 00 00 00		9830881009	BeadChip 12x1Q	R04C02								CanineHD	6/26/2014 12:32:08 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881009_R06C02_Grn.idat	191668	191668	00 00 00 00		9830881009	BeadChip 12x1Q	R06C02								CanineHD	6/26/2014 1:02:16 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881009_R01C02_Grn.idat	191668	191668	00 00 00 00		9830881009	BeadChip 12x1Q	R01C02								CanineHD	6/26/2014 11:46:45 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881009_R05C02_Grn.idat	191668	191668	00 00 00 00		9830881009	BeadChip 12x1Q	R05C02								CanineHD	6/26/2014 12:47:09 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838041_R02C02_Grn.idat	191668	191668	00 00 00 00		9700838041	BeadChip 12x1Q	R02C02								CanineHD	7/14/2014 11:40:02 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219031_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219031	BeadChip 12x1Q	R01C02								CanineHD	7/20/2014 9:21:06 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219031_R02C02_Grn.idat	191668	191668	00 00 00 00		9806219031	BeadChip 12x1Q	R02C02								CanineHD	7/20/2014 9:36:09 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219031_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219031	BeadChip 12x1Q	R03C02								CanineHD	7/20/2014 9:51:20 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219031_R06C01_Grn.idat	191668	191668	00 00 00 00		9806219031	BeadChip 12x1Q	R06C01								CanineHD	7/20/2014 9:05:54 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219016_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219016	BeadChip 12x1Q	R03C02								CanineHD	7/23/2014 9:42:32 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219016_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219016	BeadChip 12x1Q	R04C02								CanineHD	7/23/2014 9:57:44 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219016_R05C02_Grn.idat	191668	191668	00 00 00 00		9806219016	BeadChip 12x1Q	R05C02								CanineHD	7/23/2014 10:12:51 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219044_R06C02_Grn.idat	191668	191668	00 00 00 00		9806219044	BeadChip 12x1Q	R06C02								CanineHD	7/24/2014 4:11:17 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881024_R06C01_Grn.idat	191668	191668	00 00 00 00		9830881024	BeadChip 12x1Q	R06C01								CanineHD	8/11/2014 11:12:22 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838040_R05C01_Grn.idat	191668	191668	00 00 00 00		9700838040	BeadChip 12x1Q	R05C01								CanineHD	7/11/2014 11:20:52 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838041_R03C01_Grn.idat	191668	191668	00 00 00 00		9700838041	BeadChip 12x1Q	R03C01								CanineHD	7/14/2014 10:24:37 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881003_R01C02_Grn.idat	191668	191668	00 00 00 00		9830881003	BeadChip 12x1Q	R01C02								CanineHD	7/18/2014 4:37:51 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881003_R02C02_Grn.idat	191668	191668	00 00 00 00		9830881003	BeadChip 12x1Q	R02C02								CanineHD	7/18/2014 4:53:00 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881003_R03C02_Grn.idat	191668	191668	00 00 00 00		9830881003	BeadChip 12x1Q	R03C02								CanineHD	7/18/2014 5:08:11 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881003_R05C01_Grn.idat	191668	191668	00 00 00 00		9830881003	BeadChip 12x1Q	R05C01								CanineHD	7/18/2014 4:07:38 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881003_R06C01_Grn.idat	191668	191668	00 00 00 00		9830881003	BeadChip 12x1Q	R06C01								CanineHD	7/18/2014 4:22:48 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219044_R05C02_Grn.idat	191668	191668	00 00 00 00		9806219044	BeadChip 12x1Q	R05C02								CanineHD	7/24/2014 3:56:08 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219027_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219027	BeadChip 12x1Q	R05C01								CanineHD	6/27/2014 12:26:34 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
7918068011_R01C01_Grn.idat	191668	191668	00 00 00 00		7918068011	BeadChip 12x1Q	R01C01								CanineHD	7/1/2012 8:12:19 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9255905046_R04C02_Grn.idat	191668	191668	00 00 00 00		9255905046	BeadChip 12x1Q	R04C02								CanineHD	8/15/2013 12:40:54 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9255905117_R04C02_Grn.idat	191668	191668	00 00 00 00		9255905117	BeadChip 12x1Q	R04C02								CanineHD	8/14/2013 6:53:56 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665028_R03C01_Grn.idat	191668	191668	00 00 00 00		9270665028	BeadChip 12x1Q	R03C01								CanineHD	8/14/2013 11:23:07 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9374872029_R05C02_Grn.idat	191668	191668	00 00 00 00		9374872029	BeadChip 12x1Q	R05C02								CanineHD	8/8/2013 11:05:01 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9374872030_R06C01_Grn.idat	191668	191668	00 00 00 00		9374872030	BeadChip 12x1Q	R06C01								CanineHD	8/9/2013 12:56:40 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838032_R03C01_Grn.idat	191668	191668	00 00 00 00		9700838032	BeadChip 12x1Q	R03C01								CanineHD	7/11/2014 7:43:39 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
8115953005_R02C02_Grn.idat	191668	191668	00 00 00 00		8115953005	BeadChip 12x1Q	R02C02								CanineHD	9/21/2012 11:48:39 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R04C02_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R04C02								CanineHD	9/5/2013 9:02:24 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5648367027_R04C02_Grn.idat	191668	191668	00 00 00 00		5648367027	BeadChip 12x1Q	R04C02								CanineHD	1/20/2011 11:35:27 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5648367027_R06C02_Grn.idat	191668	191668	00 00 00 00		5648367027	BeadChip 12x1Q	R06C02								CanineHD	1/21/2011 12:36:02 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R03C02_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R03C02								CanineHD	9/25/2014 11:44:13 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510193_R01C01_Grn.idat	191668	191668	00 00 00 00		9933510193	BeadChip 12x1Q	R01C01								CanineHD	9/26/2014 10:01:03 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R01C02_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R01C02								CanineHD	9/25/2014 11:13:56 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R02C02_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R02C02								CanineHD	9/25/2014 11:29:03 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510193_R02C01_Grn.idat	191668	191668	00 00 00 00		9933510193	BeadChip 12x1Q	R02C01								CanineHD	9/26/2014 10:16:11 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R05C02_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R05C02								CanineHD	9/26/2014 12:14:29 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510193_R03C01_Grn.idat	191668	191668	00 00 00 00		9933510193	BeadChip 12x1Q	R03C01								CanineHD	9/26/2014 10:31:16 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510193_R04C01_Grn.idat	191668	191668	00 00 00 00		9933510193	BeadChip 12x1Q	R04C01								CanineHD	9/26/2014 10:46:24 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510190_R06C02_Grn.idat	191668	191668	00 00 00 00		9933510190	BeadChip 12x1Q	R06C02								CanineHD	9/26/2014 12:29:34 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9255905117_R03C02_Grn.idat	191668	191668	00 00 00 00		9255905117	BeadChip 12x1Q	R03C02								CanineHD	8/14/2013 6:39:09 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270663006_R05C02_Grn.idat	191668	191668	00 00 00 00		9270663006	BeadChip 12x1Q	R05C02								CanineHD	8/15/2013 4:03:15 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270664009_R03C01_Grn.idat	191668	191668	00 00 00 00		9270664009	BeadChip 12x1Q	R03C01								CanineHD	8/15/2013 11:25:26 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270664009_R04C02_Grn.idat	191668	191668	00 00 00 00		9270664009	BeadChip 12x1Q	R04C02								CanineHD	8/16/2013 1:11:16 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270664010_R05C01_Grn.idat	191668	191668	00 00 00 00		9270664010	BeadChip 12x1Q	R05C01								CanineHD	8/15/2013 5:41:03 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665023_R05C02_Grn.idat	191668	191668	00 00 00 00		9270665023	BeadChip 12x1Q	R05C02								CanineHD	8/14/2013 10:16:39 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665010_R05C01_Grn.idat	191668	191668	00 00 00 00		9270665010	BeadChip 12x1Q	R05C01								CanineHD	8/7/2013 8:00:41 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9374872013_R01C01_Grn.idat	191668	191668	00 00 00 00		9374872013	BeadChip 12x1Q	R01C01								CanineHD	8/8/2013 1:10:00 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
