idat	number_probes	number_mid_blocks	red_green	manifest_file	sentrix_barcode	chip_type	sentrix_position	opa	sample_name	description	sample_plate	sample_well	unknown1	unknown2	chip_type_guess	scan_date	scanner_data
9806219017_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219017	BeadChip 12x1Q	R01C02								CanineHD	7/15/2014 12:44:00 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219017_R02C02_Grn.idat	191668	191668	00 00 00 00		9806219017	BeadChip 12x1Q	R02C02								CanineHD	7/15/2014 12:59:00 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219017_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219017	BeadChip 12x1Q	R03C02								CanineHD	7/15/2014 1:14:07 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219004_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219004	BeadChip 12x1Q	R04C02								CanineHD	7/18/2014 8:30:42 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881021_R03C01_Grn.idat	191668	191668	00 00 00 00		9830881021	BeadChip 12x1Q	R03C01								CanineHD	7/18/2014 9:52:07 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881021_R04C01_Grn.idat	191668	191668	00 00 00 00		9830881021	BeadChip 12x1Q	R04C01								CanineHD	7/18/2014 10:07:31 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881009_R03C01_Grn.idat	191668	191668	00 00 00 00		9830881009	BeadChip 12x1Q	R03C01								CanineHD	6/26/2014 10:46:14 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510117_R06C01_Grn.idat	191668	191668	00 00 00 00		9933510117	BeadChip 12x1Q	R06C01								CanineHD	9/11/2014 8:15:23 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270664010_R04C02_Grn.idat	191668	191668	00 00 00 00		9270664010	BeadChip 12x1Q	R04C02								CanineHD	8/15/2013 6:56:39 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665022_R01C02_Grn.idat	191668	191668	00 00 00 00		9270665022	BeadChip 12x1Q	R01C02								CanineHD	8/15/2013 9:18:39 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219049_R06C02_Grn.idat	191668	191668	00 00 00 00		9806219049	BeadChip 12x1Q	R06C02								CanineHD	7/25/2014 1:56:18 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
7918068001_R06C02_Grn.idat	191668	191668	00 00 00 00		7918068001	BeadChip 12x1Q	R06C02								CanineHD	7/1/2012 7:51:24 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881017_R05C01_Grn.idat	191668	191668	00 00 00 00		9830881017	BeadChip 12x1Q	R05C01								CanineHD	8/11/2014 8:32:58 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881017_R06C01_Grn.idat	191668	191668	00 00 00 00		9830881017	BeadChip 12x1Q	R06C01								CanineHD	8/11/2014 8:48:00 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881017_R01C02_Grn.idat	191668	191668	00 00 00 00		9830881017	BeadChip 12x1Q	R01C02								CanineHD	8/11/2014 9:03:10 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881017_R03C02_Grn.idat	191668	191668	00 00 00 00		9830881017	BeadChip 12x1Q	R03C02								CanineHD	8/11/2014 9:33:21 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510107_R05C02_Grn.idat	191668	191668	00 00 00 00		9933510107	BeadChip 12x1Q	R05C02								CanineHD	9/11/2014 6:23:34 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219012_R02C01_Grn.idat	191668	191668	00 00 00 00		9806219012	BeadChip 12x1Q	R02C01								CanineHD	7/14/2014 1:16:17 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219002_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219002	BeadChip 12x1Q	R05C01								CanineHD	7/23/2014 5:34:44 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838018_R01C01_Grn.idat	191668	191668	00 00 00 00		9700838018	BeadChip 12x1Q	R01C01								CanineHD	7/6/2014 10:50:10 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838018_R02C02_Grn.idat	191668	191668	00 00 00 00		9700838018	BeadChip 12x1Q	R02C02								CanineHD	7/7/2014 12:35:51 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838026_R03C02_Grn.idat	191668	191668	00 00 00 00		9700838026	BeadChip 12x1Q	R03C02								CanineHD	7/7/2014 3:58:02 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838026_R04C02_Grn.idat	191668	191668	00 00 00 00		9700838026	BeadChip 12x1Q	R04C02								CanineHD	7/7/2014 4:13:10 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838031_R05C01_Grn.idat	191668	191668	00 00 00 00		9700838031	BeadChip 12x1Q	R05C01								CanineHD	7/3/2014 10:56:46 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838031_R06C01_Grn.idat	191668	191668	00 00 00 00		9700838031	BeadChip 12x1Q	R06C01								CanineHD	7/3/2014 11:11:50 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838056_R01C02_Grn.idat	191668	191668	00 00 00 00		9700838056	BeadChip 12x1Q	R01C02								CanineHD	7/7/2014 2:38:20 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
7918068011_R04C01_Grn.idat	191668	191668	00 00 00 00		7918068011	BeadChip 12x1Q	R04C01								CanineHD	7/1/2012 8:57:45 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5255993013_R02C02_Grn.idat	191668	191668	00 00 00 00		5255993013	BeadChip 12x1Q	R02C02								CanineHD	4/21/2010 10:38:28 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5255993017_R02C01_Grn.idat	191668	191668	00 00 00 00		5255993017	BeadChip 12x1Q	R02C01								CanineHD	4/21/2010 4:37:51 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5255993017_R02C02_Grn.idat	191668	191668	00 00 00 00		5255993017	BeadChip 12x1Q	R02C02								CanineHD	4/21/2010 4:52:58 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5255993017_R05C02_Grn.idat	191668	191668	00 00 00 00		5255993017	BeadChip 12x1Q	R05C02								CanineHD	4/21/2010 6:23:42 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5255993018_R04C01_Grn.idat	191668	191668	00 00 00 00		5255993018	BeadChip 12x1Q	R04C01								CanineHD	4/20/2010 10:51:39 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5255993018_R05C01_Grn.idat	191668	191668	00 00 00 00		5255993018	BeadChip 12x1Q	R05C01								CanineHD	4/20/2010 11:21:57 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5255993018_R06C01_Grn.idat	191668	191668	00 00 00 00		5255993018	BeadChip 12x1Q	R06C01								CanineHD	4/20/2010 11:52:15 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5255993018_R06C02_Grn.idat	191668	191668	00 00 00 00		5255993018	BeadChip 12x1Q	R06C02								CanineHD	4/21/2010 12:07:22 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
7918068011_R06C01_Grn.idat	191668	191668	00 00 00 00		7918068011	BeadChip 12x1Q	R06C01								CanineHD	7/1/2012 9:27:59 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5255993001_R03C01_Grn.idat	191668	191668	00 00 00 00		5255993001	BeadChip 12x1Q	R03C01								CanineHD	5/4/2010 4:09:03 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881003_R01C01_Grn.idat	191668	191668	00 00 00 00		9830881003	BeadChip 12x1Q	R01C01								CanineHD	7/18/2014 3:07:08 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881003_R02C01_Grn.idat	191668	191668	00 00 00 00		9830881003	BeadChip 12x1Q	R02C01								CanineHD	7/18/2014 3:22:21 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881003_R03C01_Grn.idat	191668	191668	00 00 00 00		9830881003	BeadChip 12x1Q	R03C01								CanineHD	7/18/2014 3:37:28 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881003_R04C01_Grn.idat	191668	191668	00 00 00 00		9830881003	BeadChip 12x1Q	R04C01								CanineHD	7/18/2014 3:52:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219033_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219033	BeadChip 12x1Q	R01C02								CanineHD	7/21/2014 2:37:31 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219033_R02C02_Grn.idat	191668	191668	00 00 00 00		9806219033	BeadChip 12x1Q	R02C02								CanineHD	7/21/2014 2:52:34 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219033_R04C01_Grn.idat	191668	191668	00 00 00 00		9806219033	BeadChip 12x1Q	R04C01								CanineHD	7/21/2014 1:52:24 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219032_R06C02_Grn.idat	191668	191668	00 00 00 00		9806219032	BeadChip 12x1Q	R06C02								CanineHD	7/21/2014 12:45:48 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219037_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219037	BeadChip 12x1Q	R04C02								CanineHD	7/24/2014 1:05:02 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219027_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219027	BeadChip 12x1Q	R03C02								CanineHD	6/27/2014 1:27:09 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881017_R04C02_Grn.idat	191668	191668	00 00 00 00		9830881017	BeadChip 12x1Q	R04C02								CanineHD	8/11/2014 9:48:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881017_R05C02_Grn.idat	191668	191668	00 00 00 00		9830881017	BeadChip 12x1Q	R05C02								CanineHD	8/11/2014 10:03:40 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881017_R06C02_Grn.idat	191668	191668	00 00 00 00		9830881017	BeadChip 12x1Q	R06C02								CanineHD	8/11/2014 10:18:39 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R01C01_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R01C01								CanineHD	8/11/2014 10:39:38 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R02C01_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R02C01								CanineHD	8/11/2014 10:54:48 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R03C01_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R03C01								CanineHD	8/11/2014 11:09:54 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R04C01_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R04C01								CanineHD	8/11/2014 11:25:00 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R05C01_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R05C01								CanineHD	8/11/2014 11:40:08 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R06C01_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R06C01								CanineHD	8/11/2014 11:55:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R01C02_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R01C02								CanineHD	8/12/2014 12:10:15 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665010_R02C01_Grn.idat	191668	191668	00 00 00 00		9270665010	BeadChip 12x1Q	R02C01								CanineHD	8/7/2013 7:15:19 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R02C02_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R02C02								CanineHD	8/12/2014 12:25:20 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R03C02_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R03C02								CanineHD	8/12/2014 12:40:27 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R04C02_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R04C02								CanineHD	8/12/2014 12:55:33 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R05C02_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R05C02								CanineHD	8/12/2014 1:10:49 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881019_R06C02_Grn.idat	191668	191668	00 00 00 00		9830881019	BeadChip 12x1Q	R06C02								CanineHD	8/12/2014 1:25:48 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881024_R01C01_Grn.idat	191668	191668	00 00 00 00		9830881024	BeadChip 12x1Q	R01C01								CanineHD	8/11/2014 9:56:54 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881024_R02C01_Grn.idat	191668	191668	00 00 00 00		9830881024	BeadChip 12x1Q	R02C01								CanineHD	8/11/2014 10:12:00 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881024_R03C01_Grn.idat	191668	191668	00 00 00 00		9830881024	BeadChip 12x1Q	R03C01								CanineHD	8/11/2014 10:27:04 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838025_R06C02_Grn.idat	191668	191668	00 00 00 00		9700838025	BeadChip 12x1Q	R06C02								CanineHD	7/11/2014 6:52:27 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838032_R01C02_Grn.idat	191668	191668	00 00 00 00		9700838032	BeadChip 12x1Q	R01C02								CanineHD	7/11/2014 8:44:01 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838032_R03C02_Grn.idat	191668	191668	00 00 00 00		9700838032	BeadChip 12x1Q	R03C02								CanineHD	7/11/2014 9:14:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838041_R01C02_Grn.idat	191668	191668	00 00 00 00		9700838041	BeadChip 12x1Q	R01C02								CanineHD	7/14/2014 11:24:57 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838041_R05C01_Grn.idat	191668	191668	00 00 00 00		9700838041	BeadChip 12x1Q	R05C01								CanineHD	7/14/2014 10:54:42 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5092291017_R01C02_Grn.idat	191668	191668	00 00 00 00		5092291017	BeadChip 12x1Q	R01C02								CanineHD	3/3/2010 2:59:25 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5092291017_R04C01_Grn.idat	191668	191668	00 00 00 00		5092291017	BeadChip 12x1Q	R04C01								CanineHD	3/3/2010 4:15:02 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5092291057_R04C01_Grn.idat	191668	191668	00 00 00 00		5092291057	BeadChip 12x1Q	R04C01								CanineHD	3/4/2010 11:19:37 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510167_R06C02_Grn.idat	191668	191668	00 00 00 00		9933510167	BeadChip 12x1Q	R06C02								CanineHD	9/12/2014 7:39:33 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510196_R01C01_Grn.idat	191668	191668	00 00 00 00		9933510196	BeadChip 12x1Q	R01C01								CanineHD	9/12/2014 8:00:31 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510196_R02C01_Grn.idat	191668	191668	00 00 00 00		9933510196	BeadChip 12x1Q	R02C01								CanineHD	9/12/2014 8:15:37 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510196_R03C01_Grn.idat	191668	191668	00 00 00 00		9933510196	BeadChip 12x1Q	R03C01								CanineHD	9/12/2014 8:30:44 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510196_R04C01_Grn.idat	191668	191668	00 00 00 00		9933510196	BeadChip 12x1Q	R04C01								CanineHD	9/12/2014 8:45:54 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510196_R05C01_Grn.idat	191668	191668	00 00 00 00		9933510196	BeadChip 12x1Q	R05C01								CanineHD	9/12/2014 9:00:58 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510196_R06C01_Grn.idat	191668	191668	00 00 00 00		9933510196	BeadChip 12x1Q	R06C01								CanineHD	9/12/2014 9:16:05 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9255905117_R05C01_Grn.idat	191668	191668	00 00 00 00		9255905117	BeadChip 12x1Q	R05C01								CanineHD	8/14/2013 5:38:26 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510137_R01C02_Grn.idat	191668	191668	00 00 00 00		9933510137	BeadChip 12x1Q	R01C02								CanineHD	9/11/2014 11:38:06 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510107_R01C01_Grn.idat	191668	191668	00 00 00 00		9933510107	BeadChip 12x1Q	R01C01								CanineHD	9/11/2014 3:52:20 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219001_R01C01_Grn.idat	191668	191668	00 00 00 00		9806219001	BeadChip 12x1Q	R01C01								CanineHD	7/20/2014 4:42:58 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219001_R02C01_Grn.idat	191668	191668	00 00 00 00		9806219001	BeadChip 12x1Q	R02C01								CanineHD	7/20/2014 4:58:06 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219037_R03C01_Grn.idat	191668	191668	00 00 00 00		9806219037	BeadChip 12x1Q	R03C01								CanineHD	7/23/2014 11:19:05 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219037_R04C01_Grn.idat	191668	191668	00 00 00 00		9806219037	BeadChip 12x1Q	R04C01								CanineHD	7/23/2014 11:34:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219037_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219037	BeadChip 12x1Q	R05C01								CanineHD	7/23/2014 11:49:23 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219037_R06C01_Grn.idat	191668	191668	00 00 00 00		9806219037	BeadChip 12x1Q	R06C01								CanineHD	7/24/2014 12:04:26 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219027_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219027	BeadChip 12x1Q	R04C02								CanineHD	6/27/2014 1:42:16 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881009_R06C01_Grn.idat	191668	191668	00 00 00 00		9830881009	BeadChip 12x1Q	R06C01								CanineHD	6/26/2014 11:31:38 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881024_R04C01_Grn.idat	191668	191668	00 00 00 00		9830881024	BeadChip 12x1Q	R04C01								CanineHD	8/11/2014 10:42:12 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881024_R05C01_Grn.idat	191668	191668	00 00 00 00		9830881024	BeadChip 12x1Q	R05C01								CanineHD	8/11/2014 10:57:17 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219041_R01C01_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R01C01								CanineHD	7/24/2014 7:46:15 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219040_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219040	BeadChip 12x1Q	R01C02								CanineHD	7/31/2014 1:43:08 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219041_R02C01_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R02C01								CanineHD	7/24/2014 8:01:25 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219040_R02C02_Grn.idat	191668	191668	00 00 00 00		9806219040	BeadChip 12x1Q	R02C02								CanineHD	7/31/2014 1:58:14 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
